INFO [12-20|14:19:09.052] New local node record                    seq=1 id=a3dc6a456a399bc2 ip=<nil> udp=0 tcp=0
TRACE[12-20|14:49:10.639] << NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:11.056] Findnode failed                          id=351f7398fade5b04 failcount=2 err="RPC timeout"
TRACE[12-20|14:49:11.057] >> FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:11.057] >> FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:11.057] >> FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:11.096] << NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:11.102] << NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:11.127] << NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:11.303] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:11.303] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:11.557] Findnode failed                          id=351f7398fade5b04 failcount=3 err="RPC timeout"
TRACE[12-20|14:49:11.557] Findnode failed                          id=ce186202e190c5f1 failcount=3 err="RPC timeout"
TRACE[12-20|14:49:11.557] Findnode failed                          id=aca7f1b9a96fa71c failcount=3 err="RPC timeout"
TRACE[12-20|14:49:11.557] >> FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:11.587] << NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:11.860] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:11.860] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:12.052] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:12.052] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:12.057] Findnode failed                          id=bbdea8a60c2c5a6d failcount=3 err="RPC timeout"
TRACE[12-20|14:49:12.057] >> FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:12.057] >> FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:12.058] >> FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:12.088] << NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:12.090] << NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:12.128] << NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:12.175] >> PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:12.197] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:12.197] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
DEBUG[12-20|14:49:12.210] Revalidated node                         b=15 id=ce186202e190c5f1
TRACE[12-20|14:49:12.210] << PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:12.557] Findnode failed                          id=ce186202e190c5f1 failcount=4 err="RPC timeout"
TRACE[12-20|14:49:12.557] Findnode failed                          id=bbdea8a60c2c5a6d failcount=4 err="RPC timeout"
TRACE[12-20|14:49:12.557] Findnode failed                          id=aca7f1b9a96fa71c failcount=4 err="RPC timeout"
TRACE[12-20|14:49:12.558] >> FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:12.559] << NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:13.058] Findnode failed                          id=351f7398fade5b04 failcount=4 err="RPC timeout"
TRACE[12-20|14:49:13.240] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:13.240] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:13.293] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:13.293] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:13.359] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:13.359] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:13.478] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:13.478] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:14.227] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:14.227] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:14.270] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:14.270] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:14.369] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:14.369] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:15.199] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:15.199] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:15.289] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:15.289] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:15.330] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:15.330] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:15.446] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:15.446] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:15.557] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:15.557] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:15.880] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:15.880] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:16.271] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:16.271] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:16.403] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:16.403] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:16.464] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:16.464] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:16.907] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:16.907] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:17.073] >> PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:17.074] << PING/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:17.482] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:17.482] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:17.488] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:17.488] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:18.350] >> PING/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:18.461] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:18.461] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
DEBUG[12-20|14:49:18.468] Revalidated node                         b=13 id=bbdea8a60c2c5a6d
TRACE[12-20|14:49:18.468] << PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:19.293] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:19.293] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:19.541] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:19.541] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:19.865] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:19.865] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:21.466] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:21.466] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:22.359] >> PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:22.360] << PING/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:22.794] >> PING/v4                               addr=172.19.0.3:30303   err=nil
DEBUG[12-20|14:49:22.801] Revalidated node                         b=13 id=bbdea8a60c2c5a6d
TRACE[12-20|14:49:22.801] << PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:23.337] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:23.337] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:23.404] >> PING/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:23.425] << PONG/v4                               addr=172.19.0.2:30303   err=nil
DEBUG[12-20|14:49:23.425] Revalidated node                         b=12 id=aca7f1b9a96fa71c
TRACE[12-20|14:49:23.567] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:23.567] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:23.856] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:23.856] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:24.322] >> PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:24.322] << PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:25.222] >> PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:25.222] << PING/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:25.490] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:25.490] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:26.112] >> PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:26.112] << PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:27.299] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:27.299] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:27.855] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:27.855] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:28.022] >> PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:28.057] << PONG/v4                               addr=172.19.0.4:30303   err=nil
DEBUG[12-20|14:49:28.057] Revalidated node                         b=15 id=ce186202e190c5f1
TRACE[12-20|14:49:28.076] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:28.076] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:29.446] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:29.446] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:30.753] >> PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:30.753] << PING/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:31.279] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:31.279] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:31.877] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:31.877] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:32.101] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:32.101] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:33.446] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:33.446] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:34.283] >> PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:34.283] << PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:34.857] >> PING/v4                               addr=172.19.0.4:30303   err=nil
DEBUG[12-20|14:49:34.930] Revalidated node                         b=15 id=ce186202e190c5f1
TRACE[12-20|14:49:34.930] << PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:35.296] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:35.296] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:35.862] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:35.862] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:36.061] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:36.061] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:36.928] >> PING/v4                               addr=172.19.0.101:30303 err=nil
DEBUG[12-20|14:49:36.988] Revalidated node                         b=16 id=351f7398fade5b04
TRACE[12-20|14:49:36.988] << PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:37.446] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:37.446] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:39.283] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:39.283] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:39.869] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:39.869] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:40.074] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:40.074] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:41.452] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:41.452] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:41.709] >> PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:41.710] << PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:41.864] >> PING/v4                               addr=172.19.0.4:30303   err=nil
DEBUG[12-20|14:49:41.912] Revalidated node                         b=15 id=ce186202e190c5f1
TRACE[12-20|14:49:41.912] << PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:43.316] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:43.316] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:43.856] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:43.856] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:44.063] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:44.063] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:44.148] >> PING/v4                               addr=172.19.0.3:30303   err=nil
DEBUG[12-20|14:49:44.172] Revalidated node                         b=13 id=bbdea8a60c2c5a6d
TRACE[12-20|14:49:44.172] << PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:45.465] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:45.466] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:45.619] >> PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:45.619] << PING/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:45.958] >> PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:45.958] << PING/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:47.241] >> PING/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:47.279] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:47.279] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
DEBUG[12-20|14:49:47.323] Revalidated node                         b=12 id=aca7f1b9a96fa71c
TRACE[12-20|14:49:47.323] << PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:47.399] >> PING/v4                               addr=172.19.0.3:30303   err=nil
DEBUG[12-20|14:49:47.433] Revalidated node                         b=13 id=bbdea8a60c2c5a6d
TRACE[12-20|14:49:47.433] << PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:47.546] >> PING/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:47.550] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:47.550] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
DEBUG[12-20|14:49:47.598] Revalidated node                         b=16 id=351f7398fade5b04
TRACE[12-20|14:49:47.598] << PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:47.891] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:47.891] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:49.500] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:49.500] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:51.313] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:51.313] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:51.592] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:51.592] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:51.895] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:51.895] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:52.112] >> PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:52.113] << PING/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:53.138] >> PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:53.138] << PING/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:53.467] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:53.467] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:55.319] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:55.319] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:55.319] >> PING/v4                               addr=172.19.0.4:30303   err=nil
DEBUG[12-20|14:49:55.380] Revalidated node                         b=15 id=ce186202e190c5f1
TRACE[12-20|14:49:55.380] << PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:55.549] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:55.549] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:55.877] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:55.877] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:57.015] >> PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:57.015] << PING/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:57.450] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:57.450] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:49:59.298] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:59.298] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:49:59.539] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:59.539] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:49:59.877] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:49:59.877] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:50:00.182] >> PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:00.226] << PONG/v4                               addr=172.19.0.4:30303   err=nil
DEBUG[12-20|14:50:00.226] Revalidated node                         b=15 id=ce186202e190c5f1
TRACE[12-20|14:50:01.455] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:01.455] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:01.686] >> PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:01.686] << PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:03.300] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:03.300] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:03.546] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:50:03.546] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:50:03.882] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:50:03.882] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:50:05.478] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:05.478] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:06.076] >> PING/v4                               addr=172.19.0.101:30303 err=nil
DEBUG[12-20|14:50:06.131] Revalidated node                         b=16 id=351f7398fade5b04
TRACE[12-20|14:50:06.131] << PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:07.283] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:07.283] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:07.881] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:50:07.881] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:50:08.039] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:50:08.039] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:50:09.089] >> PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:09.090] << PING/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:09.499] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:09.500] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:10.014] >> PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:10.014] << PING/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:11.293] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:11.293] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:11.591] >> PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:11.591] << PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:11.891] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:50:11.891] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:50:12.081] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:50:12.081] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:50:13.100] >> PING/v4                               addr=172.19.0.2:30303   err=nil
DEBUG[12-20|14:50:13.146] Revalidated node                         b=12 id=aca7f1b9a96fa71c
TRACE[12-20|14:50:13.146] << PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:50:13.462] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:13.462] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:15.296] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:15.296] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:15.585] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:50:15.585] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:50:15.862] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:50:15.862] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:50:17.471] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:17.471] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:19.315] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:19.315] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:50:19.552] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:50:19.552] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:50:19.788] >> PING/v4                               addr=172.19.0.2:30303   err=nil
DEBUG[12-20|14:50:19.826] Revalidated node                         b=12 id=aca7f1b9a96fa71c
TRACE[12-20|14:50:19.826] << PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:50:19.894] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:50:19.894] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:50:21.102] >> PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:21.102] << PING/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:50:21.476] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
