INFO [12-20|14:19:09.052] New local node record                    seq=1 id=a3dc6a456a399bc2 ip=<nil> udp=0 tcp=0
TRACE[12-20|14:27:06.821] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:06.822] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:07.997] >> PING/v4                               addr=172.19.0.3:30303   err=nil
DEBUG[12-20|14:27:08.045] Revalidated node                         b=13 id=bbdea8a60c2c5a6d
TRACE[12-20|14:27:08.045] << PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:08.407] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:08.407] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:09.530] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:09.530] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:10.249] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:10.249] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:10.831] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:10.831] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:12.438] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:12.438] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:13.503] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:13.503] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:13.720] >> PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:13.721] << PING/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:14.233] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:14.233] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:14.516] >> PING/v4                               addr=172.19.0.4:30303   err=nil
DEBUG[12-20|14:27:14.623] Revalidated node                         b=15 id=ce186202e190c5f1
TRACE[12-20|14:27:14.623] << PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:14.813] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:14.813] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:16.430] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:16.430] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:16.602] >> PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:16.602] << PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:17.516] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:17.516] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:18.174] >> PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:18.174] << PING/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:18.244] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:18.244] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:18.838] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:18.838] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:20.455] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:20.455] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:20.889] >> PING/v4                               addr=172.19.0.101:30303 err=nil
DEBUG[12-20|14:27:20.931] Revalidated node                         b=16 id=351f7398fade5b04
TRACE[12-20|14:27:20.931] << PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:21.485] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:21.485] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:22.264] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:22.264] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:22.815] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:22.815] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:24.412] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:24.412] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:25.507] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:25.507] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:26.234] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:26.235] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:26.432] >> PING/v4                               addr=172.19.0.2:30303   err=nil
DEBUG[12-20|14:27:26.447] Revalidated node                         b=12 id=aca7f1b9a96fa71c
TRACE[12-20|14:27:26.447] << PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:26.840] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:26.840] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:28.408] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:28.408] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:28.544] >> PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:28.544] << PING/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:29.495] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:29.496] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:30.234] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:30.234] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:30.810] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:30.810] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:31.512] >> PING/v4                               addr=172.19.0.101:30303 err=nil
DEBUG[12-20|14:27:31.551] Revalidated node                         b=16 id=351f7398fade5b04
TRACE[12-20|14:27:31.551] << PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:32.397] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:32.397] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:33.486] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:33.486] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:34.233] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:34.233] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:34.810] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:34.810] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:36.426] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:36.426] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:37.497] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:37.497] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:38.252] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:38.252] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:38.847] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:38.847] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:40.336] >> PING/v4                               addr=172.19.0.4:30303   err=nil
DEBUG[12-20|14:27:40.339] Revalidated node                         b=15 id=ce186202e190c5f1
TRACE[12-20|14:27:40.339] << PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:40.411] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:40.411] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:41.496] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:41.496] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:42.258] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:42.258] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:42.825] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:42.825] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:44.430] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:44.430] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:45.498] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:45.498] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:46.127] >> PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:46.127] << PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:46.275] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:46.275] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:46.812] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:46.812] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:47.749] >> PING/v4                               addr=172.19.0.2:30303   err=nil
DEBUG[12-20|14:27:47.805] Revalidated node                         b=12 id=aca7f1b9a96fa71c
TRACE[12-20|14:27:47.805] << PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:48.052] >> PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:48.052] << PING/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:48.411] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:48.411] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:49.524] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:49.524] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:50.268] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:50.268] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:50.833] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:50.833] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:51.300] >> PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:51.301] << PING/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:52.426] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:52.426] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:52.736] >> PING/v4                               addr=172.19.0.101:30303 err=nil
DEBUG[12-20|14:27:52.826] Revalidated node                         b=16 id=351f7398fade5b04
TRACE[12-20|14:27:52.826] << PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:53.541] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:53.541] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:54.252] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:54.252] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:54.832] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:54.833] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:56.441] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:56.441] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:27:57.490] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:57.490] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:27:57.700] >> PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:57.701] << PING/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:58.279] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:58.279] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:27:58.859] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:27:58.859] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:00.416] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:00.416] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:00.505] >> PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:00.505] << PING/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:00.949] >> PING/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:00.976] << PONG/v4                               addr=172.19.0.2:30303   err=nil
DEBUG[12-20|14:28:00.976] Revalidated node                         b=12 id=aca7f1b9a96fa71c
TRACE[12-20|14:28:01.521] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:01.521] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:02.267] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:02.267] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:02.811] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:02.811] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:02.849] >> PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:02.849] << PING/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:04.472] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:04.472] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:05.493] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:05.493] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:06.249] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:06.249] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:06.850] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:06.850] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:07.576] >> PING/v4                               addr=172.19.0.101:30303 err=nil
DEBUG[12-20|14:28:07.597] Revalidated node                         b=16 id=351f7398fade5b04
TRACE[12-20|14:28:07.597] << PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:07.953] >> PING/v4                               addr=172.19.0.4:30303   err=nil
DEBUG[12-20|14:28:07.979] Revalidated node                         b=15 id=ce186202e190c5f1
TRACE[12-20|14:28:07.979] << PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:08.399] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:08.399] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:09.487] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:09.487] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:10.234] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:10.234] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:10.580] >> PING/v4                               addr=172.19.0.2:30303   err=nil
DEBUG[12-20|14:28:10.669] Revalidated node                         b=12 id=aca7f1b9a96fa71c
TRACE[12-20|14:28:10.669] << PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:10.856] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:10.856] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:12.404] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:12.404] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:13.523] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:13.524] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:14.239] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:14.239] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:14.811] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:14.811] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:16.884] >> PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:16.936] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:16.936] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
DEBUG[12-20|14:28:16.960] Revalidated node                         b=15 id=ce186202e190c5f1
TRACE[12-20|14:28:16.960] << PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:17.487] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:17.487] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:18.241] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:18.241] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:18.811] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:18.811] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:20.289] >> PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:20.290] << PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:20.915] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:20.915] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:21.256] >> PING/v4                               addr=172.19.0.2:30303   err=nil
DEBUG[12-20|14:28:21.257] Revalidated node                         b=12 id=aca7f1b9a96fa71c
TRACE[12-20|14:28:21.257] << PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:21.503] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:21.503] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:22.250] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:22.250] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:22.843] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:22.843] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:24.247] >> PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:24.247] << PING/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:24.918] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:24.918] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:25.501] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:25.501] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:26.246] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:26.246] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:26.812] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:26.812] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:27.262] >> PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:27.262] << PING/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:28.175] >> PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:28.175] << PING/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:28.936] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:28.936] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:29.208] >> PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:29.208] << PING/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:29.468] >> PING/v4                               addr=172.19.0.101:30303 err=nil
DEBUG[12-20|14:28:29.475] Revalidated node                         b=16 id=351f7398fade5b04
TRACE[12-20|14:28:29.475] << PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:29.534] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:29.535] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:30.235] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:30.235] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:30.822] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:30.823] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:32.410] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:32.410] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:33.100] >> PING/v4                               addr=172.19.0.3:30303   err=nil
DEBUG[12-20|14:28:33.161] Revalidated node                         b=13 id=bbdea8a60c2c5a6d
TRACE[12-20|14:28:33.161] << PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:33.508] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:33.508] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:34.267] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:34.267] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:34.835] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:34.835] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:36.400] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:36.400] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:37.526] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:37.526] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:37.565] >> PING/v4                               addr=172.19.0.101:30303 err=nil
DEBUG[12-20|14:28:37.596] Revalidated node                         b=16 id=351f7398fade5b04
TRACE[12-20|14:28:37.596] << PONG/v4                               addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:38.248] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:38.248] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:38.550] >> PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:38.550] << PING/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:38.835] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:38.835] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:39.098] >> PING/v4                               addr=172.19.0.2:30303   err=nil
DEBUG[12-20|14:28:39.141] Revalidated node                         b=12 id=aca7f1b9a96fa71c
TRACE[12-20|14:28:39.141] << PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:40.417] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:40.417] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:40.638] >> PONG/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:40.639] << PING/v4                               addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:41.502] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:41.502] << FINDNODE/v4                           addr=172.19.0.2:30303   err=nil
TRACE[12-20|14:28:42.192] >> PONG/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:42.192] << PING/v4                               addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:42.235] >> NEIGHBORS/v4                          addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:42.235] << FINDNODE/v4                           addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:42.848] >> NEIGHBORS/v4                          addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:42.848] << FINDNODE/v4                           addr=172.19.0.3:30303   err=nil
TRACE[12-20|14:28:43.363] >> PING/v4                               addr=172.19.0.4:30303   err=nil
DEBUG[12-20|14:28:43.410] Revalidated node                         b=15 id=ce186202e190c5f1
TRACE[12-20|14:28:43.410] << PONG/v4                               addr=172.19.0.4:30303   err=nil
TRACE[12-20|14:28:44.405] >> NEIGHBORS/v4                          addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:44.405] << FINDNODE/v4                           addr=172.19.0.101:30303 err=nil
TRACE[12-20|14:28:45.497] >> NEIGHBORS/v4                          addr=172.19.0.2:30303   err=nil
